Date,Open,High,Low,Close,Adj Close,Volume
2007-05-30,5.603333,5.683333,5.533333,5.683333,5.213334,33165000
2007-05-31,5.725000,5.808333,5.698333,5.773333,5.295891,48157200
2007-06-01,5.838333,5.925000,5.803333,5.813333,5.332583,42908400
2007-06-04,5.760000,5.878333,5.736667,5.845000,5.361629,32200200
2007-06-05,5.861667,6.028333,5.851667,6.018333,5.520629,69858600
2007-06-06,5.976667,6.160000,5.951667,6.063333,5.561909,95073600
2007-06-07,6.035000,6.125000,5.996667,5.998333,5.502284,79186200
2007-06-08,5.948333,6.100000,5.875000,6.091667,5.587900,53326800
2007-06-11,6.091667,6.150000,6.058333,6.113333,5.607775,43463400
2007-06-12,6.081667,6.166667,6.046667,6.050000,5.549677,52677000
2007-06-13,6.116667,6.196667,6.038333,6.195000,5.682685,58723200
2007-06-14,6.166667,6.328333,6.158333,6.305000,5.783591,50854800
2007-06-15,6.376667,6.641667,6.375000,6.591667,6.046551,108199800
2007-06-18,6.658333,6.681667,6.541667,6.595000,6.049607,68566200
2007-06-19,6.553333,6.651667,6.508333,6.636667,6.087828,49195200
2007-06-20,6.666667,6.700000,6.598333,6.643333,6.093945,82279200
2007-06-21,6.771667,7.221667,6.720000,7.163333,6.570942,129732600
2007-06-22,7.166667,7.311667,7.058333,7.270000,6.668786,88261800
2007-06-25,7.066667,7.240000,7.001667,7.078333,6.492971,81970200
2007-06-26,7.060000,7.080000,6.733333,6.750000,6.191788,86848200
2007-06-27,6.750000,6.940000,6.716667,6.931667,6.358433,61314000
2007-06-28,6.951667,7.073333,6.883333,6.998333,6.419586,59753400
2007-06-29,7.045000,7.046667,6.881667,6.885000,6.315626,51657000
2007-07-02,6.983333,7.175000,6.961667,7.171667,6.578587,56385000
2007-07-03,7.166667,7.240000,7.108333,7.183333,6.589288,23877000
2007-07-05,7.185000,7.283333,7.150000,7.260000,6.659614,37329000
2007-07-06,7.250000,7.323333,7.236667,7.295000,6.691721,28272000
2007-07-09,7.321667,7.541667,7.320000,7.506667,6.885881,53678400
2007-07-10,7.468333,7.625000,7.388333,7.580000,6.953149,55265400
2007-07-11,7.578333,7.630000,7.441667,7.546667,6.922574,58261200
2007-07-12,7.600000,7.700000,7.546667,7.691667,7.055583,43873200
2007-07-13,7.670000,7.761667,7.636667,7.645000,7.012775,37263000
2007-07-16,7.651667,7.815000,7.650000,7.783333,7.139667,54171000
2007-07-17,7.815000,7.971667,7.743333,7.750000,7.109093,64381200
2007-07-18,7.638333,7.661667,7.458333,7.608333,6.979140,55065600
2007-07-19,7.716667,7.755000,7.546667,7.600000,6.971496,40737600
2007-07-20,7.650000,7.676667,7.480000,7.516667,6.895054,50565000
2007-07-23,7.490000,7.746667,7.473333,7.591667,6.963853,36047400
2007-07-24,7.561667,7.625000,7.345000,7.391667,6.780392,45756000
2007-07-25,7.393333,7.498333,7.186667,7.356667,6.748287,43719600
2007-07-26,7.278333,7.496667,7.180000,7.393333,6.781921,71026800
2007-07-27,7.375000,7.715000,7.371667,7.375000,6.765102,61548000
2007-07-30,7.401667,7.593333,7.400000,7.581667,6.954681,53815800
2007-07-31,7.881667,7.988333,7.616667,7.626667,6.995959,71149200
2007-08-01,7.516667,7.701667,7.216667,7.570000,6.943980,70582800
2007-08-02,7.656667,7.663333,7.435000,7.536667,6.913400,46860600
2007-08-03,7.511667,7.566667,7.086667,7.090000,6.503673,62341200
2007-08-06,7.150000,7.203333,6.950000,7.150000,6.558710,52472400
2007-08-07,7.150000,7.381667,7.055000,7.263333,6.662671,56576400
2007-08-08,7.395000,7.825000,7.338333,7.598333,6.969967,66074400
2007-08-09,7.650000,7.900000,7.475000,7.688333,7.052524,125183400
2007-08-10,7.058333,7.381667,6.898333,7.331667,6.725353,114101400
2007-08-13,7.390000,7.440000,7.100000,7.251667,6.651969,70041000
2007-08-14,7.301667,7.650000,7.280000,7.533333,6.910343,109217400
2007-08-15,7.493333,7.600000,7.205000,7.215000,6.618335,69514200
2007-08-16,7.143333,7.195000,6.750000,7.095000,6.508259,78003000
2007-08-17,7.291667,7.520000,7.065000,7.513333,6.891995,72871200
2007-08-20,7.518333,7.600000,7.391667,7.483333,6.864479,51968400
2007-08-21,7.528333,7.948333,7.416667,7.888333,7.235985,71533800
2007-08-22,8.088333,8.115000,7.925000,8.068333,7.401100,56615400
2007-08-23,8.106667,8.201667,7.965000,8.000000,7.338418,66798600
2007-08-24,7.976667,8.056667,7.918333,8.041667,7.376639,36164400
2007-08-27,8.041667,8.308333,8.005000,8.223333,7.543283,63594600
2007-08-28,8.250000,8.283333,7.703333,7.721667,7.083102,56002200
2007-08-29,7.883333,8.170000,7.866667,8.160000,7.485184,53856000
2007-08-30,8.081667,8.315000,8.078333,8.113333,7.442376,46566000
2007-08-31,8.283333,8.558333,8.238333,8.526667,7.821531,72083400
2007-09-04,8.565000,8.826667,8.431667,8.790000,8.063087,68326800
2007-09-05,8.751667,9.000000,8.716667,8.723333,8.001934,65627400
2007-09-06,8.831667,8.911667,8.725000,8.761667,8.037098,42549600
2007-09-07,8.518333,8.606667,8.278333,8.441667,7.743554,60230400
2007-09-10,8.625000,8.775000,8.395000,8.465000,7.764963,87211200
2007-09-11,8.567500,8.710000,8.477500,8.645000,7.930079,40542400
2007-09-12,8.737500,8.780000,8.220000,8.305000,7.618196,55445200
2007-09-13,8.462500,8.472500,8.247500,8.307500,7.620486,45286400
2007-09-14,8.225000,8.235000,8.037500,8.062500,7.395749,48730800
2007-09-17,8.075000,8.160000,7.957500,8.045000,7.379696,37482800
2007-09-18,8.130000,8.875000,8.117500,8.750000,8.026396,84474000
2007-09-19,8.830000,9.000000,8.505000,8.590000,7.879627,52136000
2007-09-20,8.595000,8.687500,8.445000,8.540000,7.833762,32417200
2007-09-21,8.625000,8.750000,8.540000,8.622500,7.909439,45753200
2007-09-24,8.675000,8.975000,8.612500,8.842500,8.111242,45636000
2007-09-25,8.790000,8.992500,8.765000,8.955000,8.214444,36074800
2007-09-26,9.000000,9.187500,8.977500,9.167500,8.409368,51803200
2007-09-27,9.255000,9.300000,9.097500,9.195000,8.434595,37828000
2007-09-28,9.250000,9.282500,9.040000,9.060000,8.310760,40429200
2007-10-01,9.137500,9.487500,9.127500,9.442500,8.661628,39820000
2007-10-02,9.420000,9.437500,9.215000,9.352500,8.579068,28496000
2007-10-03,9.187500,9.187500,8.807500,8.955000,8.214444,46719600
2007-10-04,8.945000,9.047500,8.687500,8.995000,8.251134,37897600
2007-10-05,9.137500,9.282500,9.040000,9.232500,8.468993,34484000
2007-10-08,9.297500,9.397500,9.187500,9.382500,8.606588,25248400
2007-10-09,9.382500,9.425000,9.080000,9.217500,8.455235,40300800
2007-10-10,9.280000,9.280000,9.005000,9.227500,8.464404,38913600
2007-10-11,9.142500,9.257500,8.717500,8.817500,8.088315,52910400
2007-10-12,8.915000,9.032500,8.777500,9.032500,8.285533,40995200
2007-10-15,9.062500,9.215000,9.020000,9.097500,8.345158,35590000
2007-10-16,9.087500,9.342500,9.055000,9.180000,8.420835,27636000
2007-10-17,9.537500,9.912500,9.527500,9.885000,9.067533,71794400
2007-10-18,9.852500,9.917500,9.605000,9.877500,9.060650,34062000
2007-10-19,9.855000,9.860000,9.345000,9.347500,8.574482,50576800
2007-10-22,9.287500,9.810000,9.212500,9.790000,8.980391,53765600
2007-10-23,9.917500,9.917500,9.570000,9.837500,9.023961,29429200
2007-10-24,9.625000,9.625000,9.037500,9.505000,8.718957,56550000
2007-10-25,9.212500,9.300000,8.397500,8.675000,7.957597,80619200
2007-10-26,8.950000,9.010000,8.475000,8.600000,7.888799,61658000
2007-10-29,8.305000,8.437500,8.140000,8.397500,7.703046,81389600
2007-10-30,8.465000,8.882500,8.325000,8.705000,7.985116,52521200
2007-10-31,8.757500,8.850000,8.485000,8.845000,8.113540,45518800
2007-11-01,8.707500,9.022500,8.587500,8.845000,8.113540,58723600
2007-11-02,8.967500,9.250000,8.842500,9.185000,8.425419,49184400
2007-11-05,9.107500,9.405000,9.050000,9.185000,8.425419,43663600
2007-11-06,9.272500,9.550000,9.230000,9.475000,8.691437,55462000
2007-11-07,9.470000,9.507500,8.950000,9.025000,8.278650,54676800
2007-11-08,8.937500,9.100000,8.202500,8.460000,7.760375,99682400
2007-11-09,8.637500,8.700000,8.162500,8.340000,7.650301,87105600
2007-11-12,8.337500,8.397500,7.507500,7.507500,6.886647,71573200
2007-11-13,7.630000,8.177500,7.507500,8.170000,7.494360,72669600
2007-11-14,8.377500,8.457500,8.000000,8.042500,7.377403,66672000
2007-11-15,7.990000,8.065000,7.750000,7.935000,7.278791,49643600
2007-11-16,8.000000,8.135000,7.935000,8.112500,7.441612,42359200
2007-11-19,7.997500,8.037500,7.522500,7.565000,6.939393,56841200
2007-11-20,7.707500,7.720000,7.277500,7.507500,6.886647,62262800
2007-11-21,7.350000,7.605000,7.327500,7.427500,6.813261,64845200
2007-11-23,7.480000,7.587500,7.385000,7.555000,6.930218,14197600
2007-11-26,7.550000,7.705000,7.365000,7.380000,6.769690,38589600
2007-11-27,7.485000,7.720000,7.427500,7.697500,7.060935,45885600
2007-11-28,7.940000,8.322500,7.902500,8.212500,7.533343,57454800
2007-11-29,8.200000,8.525000,8.165000,8.280000,7.595262,48908400
2007-11-30,8.550000,8.550000,7.860000,7.885000,7.232928,65265600
2007-12-03,8.000000,8.147500,7.877500,8.000000,7.338418,49068800
2007-12-04,8.035000,8.062500,7.837500,7.992500,7.331538,37171200
2007-12-05,8.297500,8.562500,8.195000,8.407500,7.712218,66670400
2007-12-06,8.387500,8.605000,8.312500,8.577500,7.868159,37115200
2007-12-07,8.612500,8.622500,8.382500,8.470000,7.769552,32029200
2007-12-10,8.497500,8.662500,8.472500,8.562500,7.854402,33636000
2007-12-11,8.745000,8.905000,8.552500,8.572500,7.863575,58243600
2007-12-12,8.935000,9.022500,8.695000,8.867500,8.134178,61750400
2007-12-13,8.760000,8.817500,8.370000,8.625000,7.911732,50036400
2007-12-14,8.585000,8.862500,8.527500,8.767500,8.042446,35401600
2007-12-17,8.675000,8.757500,8.300000,8.320000,7.631953,50740800
2007-12-18,8.447500,8.625000,8.362500,8.532500,7.826880,39689600
2007-12-19,8.502500,8.692500,8.467500,8.612500,7.900268,25353600
2007-12-20,8.750000,8.812500,8.567500,8.792500,8.065379,27994000
2007-12-21,8.897500,8.975000,8.710000,8.790000,8.063087,43340800
2007-12-24,8.855000,8.987500,8.790000,8.945000,8.205266,10400800
2007-12-26,8.962500,9.065000,8.875000,9.065000,8.315347,21534000
2007-12-27,9.050000,9.100000,8.762500,8.785000,8.058498,24136800
2007-12-28,8.770000,8.875000,8.622500,8.697500,7.978239,26206400
2007-12-31,8.627500,8.785000,8.502500,8.505000,7.801656,27623600
2008-01-02,8.530000,8.562500,8.140000,8.252500,7.570037,48396400
2008-01-03,8.300000,8.465000,8.157500,8.187500,7.510412,47530800
2008-01-04,7.942500,7.982500,7.450000,7.500000,6.879766,73609200
2008-01-07,7.550000,7.612500,6.587500,6.725000,6.168857,100680000
2008-01-08,6.762500,7.322500,6.605000,6.867500,6.299572,110695600
2008-01-09,6.960000,7.225000,6.857500,7.222500,6.625214,74103600
2008-01-10,7.025000,7.185000,6.932500,7.072500,6.487621,55443200
2008-01-11,6.905000,7.050000,6.712500,6.762500,6.203255,57261200
2008-01-14,6.862500,7.222500,6.752500,7.212500,6.616042,53918800
2008-01-15,6.937500,7.020000,6.565000,6.682500,6.129872,72569200
2008-01-16,6.262500,6.340000,5.790000,5.927500,5.437309,146447200
2008-01-17,6.020000,6.180000,5.810000,5.825000,5.343285,113390000
2008-01-18,5.842500,6.242500,5.630000,6.210000,5.696445,92042800
2008-01-22,5.617500,6.045000,5.582500,5.900000,5.412083,70909200
2008-01-23,5.660000,6.185000,5.605000,6.007500,5.510692,92988000
2008-01-24,6.125000,6.470000,6.067500,6.467500,5.932652,59709200
2008-01-25,6.715000,6.865000,6.207500,6.237500,5.721672,68801200
2008-01-28,6.215000,6.277500,6.030000,6.162500,5.652873,57760800
2008-01-29,6.272500,6.377500,6.110000,6.352500,5.827162,41448400
2008-01-30,6.250000,6.392500,6.117500,6.297500,5.776710,53047600
2008-01-31,6.160000,6.262500,5.957500,6.147500,5.639116,58870800
2008-02-01,6.135000,6.750000,6.082500,6.715000,6.159685,59310400
2008-02-04,6.860000,6.897500,6.470000,6.505000,5.967051,56512800
2008-02-05,6.375000,6.377500,6.095000,6.097500,5.593251,49492800
2008-02-06,6.162500,6.332500,5.965000,6.077500,5.574903,55738000
2008-02-07,5.902500,6.310000,5.775000,6.137500,5.629941,66412800
2008-02-08,6.080000,6.295000,6.000000,6.247500,5.730846,39393200
2008-02-11,6.300000,6.402500,6.225000,6.267500,5.749192,50373200
2008-02-12,6.362500,6.590000,6.327500,6.500000,5.962465,60968800
2008-02-13,6.550000,6.775000,6.480000,6.755000,6.196375,74231200
2008-02-14,6.557500,6.562500,5.637500,5.652500,5.185051,218429600
2008-02-15,5.630000,5.782500,5.477500,5.567500,5.107080,81736400
2008-02-19,5.670000,5.680000,5.437500,5.485000,5.031404,55860800
2008-02-20,5.325000,5.525000,5.302500,5.445000,4.994711,75901600
2008-02-21,5.500000,5.527500,5.290000,5.322500,4.882342,64427200
2008-02-22,5.365000,5.590000,5.325000,5.580000,5.118545,72305200
2008-02-25,5.575000,5.640000,5.430000,5.577500,5.116254,67178400
2008-02-26,5.545000,5.710000,5.460000,5.625000,5.159825,56542000
2008-02-27,5.597500,5.757500,5.562500,5.712500,5.240088,53781600
2008-02-28,5.662500,5.672500,5.497500,5.497500,5.042869,50360800
2008-02-29,5.407500,5.480000,5.325000,5.347500,4.905273,54057600
2008-03-03,5.340000,5.377500,5.215000,5.285000,4.847942,44902800
2008-03-04,5.250000,5.260000,5.027500,5.232500,4.799784,77888800
2008-03-05,5.282500,5.417500,5.227500,5.292500,4.854822,64465600
2008-03-06,5.227500,5.262500,4.952500,4.960000,4.549819,107528400
2008-03-07,4.870000,5.080000,4.750000,4.887500,4.483314,76750000
2008-03-10,4.827500,4.887500,4.600000,4.607500,4.226470,77610000
2008-03-11,4.750000,4.807500,4.560000,4.760000,4.366360,85794000
2008-03-12,4.805000,4.847500,4.590000,4.630000,4.247109,74332000
2008-03-13,4.557500,4.995000,4.530000,4.925000,4.517713,122052800
2008-03-14,4.950000,4.955000,4.545000,4.580000,4.201245,115497200
2008-03-17,4.380000,4.620000,4.327500,4.465000,4.095756,80095200
2008-03-18,4.570000,4.750000,4.440000,4.742500,4.350306,107525600
2008-03-19,4.632500,4.697500,4.415000,4.415000,4.049888,88047600
2008-03-20,4.467500,4.640000,4.387500,4.630000,4.247109,63346000
2008-03-24,4.732500,5.035000,4.715000,5.007500,4.593390,88744000
2008-03-25,5.030000,5.175000,4.982500,5.080000,4.659897,73538800
2008-03-26,5.012500,5.047500,4.862500,4.917500,4.510833,72165200
2008-03-27,4.842500,4.980000,4.767500,4.847500,4.446622,60130800
2008-03-28,4.935000,5.047500,4.885000,4.920000,4.513126,56178800
2008-03-31,4.972500,5.065000,4.885000,4.947500,4.538353,56999200
2008-04-01,5.095000,5.262500,5.022500,5.250000,4.815835,67687200
2008-04-02,5.265000,5.265000,5.050000,5.090000,4.669069,61653600
2008-04-03,5.047500,5.055000,4.847500,4.995000,4.581923,84198400
2008-04-04,4.895000,4.920000,4.682500,4.695000,4.306732,153552800
2008-04-07,4.810000,4.880000,4.770000,4.807500,4.409930,72949600
2008-04-08,4.750000,4.935000,4.750000,4.780000,4.384706,63947600
2008-04-09,4.835000,4.925000,4.790000,4.875000,4.471847,67523200
2008-04-10,4.927500,5.127500,4.822500,4.970000,4.558992,109218400
2008-04-11,4.875000,4.905000,4.602500,4.632500,4.249403,110628000
2008-04-14,4.615000,4.625000,4.450000,4.477500,4.107222,78000400
2008-04-15,4.500000,4.547500,4.402500,4.530000,4.155380,43991600
2008-04-16,4.702500,4.770000,4.620000,4.710000,4.320493,64683600
2008-04-17,4.492500,4.662500,4.490000,4.645000,4.260869,59696800
2008-04-18,4.787500,4.830000,4.690000,4.755000,4.361772,57354000
2008-04-21,4.717500,5.000000,4.717500,4.967500,4.556701,67989200
2008-04-22,4.877500,4.930000,4.770000,4.875000,4.471847,58766800
2008-04-23,4.942500,5.165000,4.877500,5.110000,4.687414,102049600
2008-04-24,5.140000,5.165000,4.912500,4.987500,4.575045,65576400
2008-04-25,5.035000,5.050000,4.877500,5.037500,4.620911,55220800
2008-04-28,5.015000,5.090000,4.927500,4.947500,4.538353,53570000
2008-04-29,4.892500,5.112500,4.892500,5.050000,4.632376,57340800
2008-04-30,5.110000,5.192500,5.075000,5.137500,4.712639,106832000
2008-05-01,5.200000,5.387500,5.175000,5.375000,4.930499,101462400
2008-05-02,5.522500,5.630000,5.440000,5.630000,5.164412,113101600
2008-05-05,5.592500,5.617500,5.477500,5.490000,5.035990,94339200
2008-05-06,5.475000,5.645000,5.390000,5.632500,5.166705,72903600
2008-05-07,5.647500,5.722500,5.455000,5.502500,5.047456,71563200
2008-05-08,5.545000,5.562500,5.252500,5.487500,5.033696,136000000
2008-05-09,5.502500,5.857500,5.492500,5.632500,5.166705,203035200
2008-05-12,5.705000,5.705000,5.417500,5.472500,5.019937,100665200
2008-05-13,5.500000,5.500000,5.320000,5.360000,4.916741,85410800
2008-05-14,5.427500,5.660000,5.360000,5.517500,5.061215,75114800
2008-05-15,5.505000,5.970000,5.480000,5.945000,5.453361,116546400
2008-05-16,6.045000,6.115000,5.907500,6.102500,5.597836,109155600
2008-05-19,6.105000,6.327500,5.932500,5.975000,5.480880,115853200
2008-05-20,5.812500,5.880000,5.752500,5.820000,5.338698,77140400
2008-05-21,5.835000,6.060000,5.760000,5.772500,5.295127,106666000
2008-05-22,5.855000,5.960000,5.762500,5.912500,5.423550,69310800
2008-05-23,5.902500,5.950000,5.692500,5.777500,5.299714,80267200
2008-05-27,5.787500,5.847500,5.677500,5.840000,5.357045,83285600
2008-05-28,6.000000,6.015000,5.827500,5.895000,5.407497,75173600
2008-05-29,5.897500,5.907500,5.772500,5.880000,5.393737,69346000
2008-05-30,6.047500,6.195000,6.030000,6.175000,5.664342,83024400
2008-06-02,6.175000,6.247500,6.107500,6.200000,5.687272,73466000
2008-06-03,6.220000,6.230000,5.917500,5.990000,5.494640,84069600
2008-06-04,5.857500,6.072500,5.825000,6.060000,5.558851,83172400
2008-06-05,6.270000,6.337500,6.142500,6.212500,5.698742,82786000
2008-06-06,6.137500,6.145000,5.980000,6.015000,5.517573,78487600
2008-06-09,5.980000,6.062500,5.802500,5.922500,5.432724,63791600
2008-06-10,5.762500,5.770000,5.535000,5.572500,5.111668,122520800
2008-06-11,5.572500,5.707500,5.305000,5.312500,4.873167,99942800
2008-06-12,5.432500,5.537500,5.300000,5.345000,4.902979,82599200
2008-06-13,5.352500,5.415000,5.170000,5.327500,4.886927,70574800
2008-06-16,5.270000,5.320000,5.212500,5.255000,4.820422,63049600
2008-06-17,5.330000,5.332500,5.115000,5.127500,4.703467,68791200
2008-06-18,5.075000,5.250000,4.895000,4.977500,4.565872,106527200
2008-06-19,5.005000,5.075000,4.845000,4.965000,4.554403,78492800
2008-06-20,4.855000,4.995000,4.852500,4.940000,4.531473,74100800
2008-06-23,4.977500,4.982500,4.795000,4.837500,4.437450,77661600
2008-06-24,4.810000,5.112500,4.810000,4.997500,4.584218,107892800
2008-06-25,5.075000,5.112500,4.945000,5.025000,4.609444,90097600
2008-06-26,4.875000,4.912500,4.767500,4.767500,4.373238,84553200
2008-06-27,4.787500,4.847500,4.677500,4.820000,4.421397,58414000
2008-06-30,4.765000,4.807500,4.647500,4.680000,4.292975,65394000
2008-07-01,4.625000,4.692500,4.540000,4.687500,4.299854,88146400
2008-07-02,4.665000,4.695000,4.500000,4.507500,4.134739,76319600
2008-07-03,3.245000,3.282500,3.100000,3.122500,2.864276,298752000
2008-07-07,3.170000,3.190000,2.940000,3.025000,2.774838,220269200
2008-07-08,3.045000,3.120000,2.950000,3.007500,2.758786,180528800
2008-07-09,3.015000,3.060000,2.955000,2.955000,2.710628,141316800
2008-07-10,2.970000,3.005000,2.892500,2.947500,2.703748,105699200
2008-07-11,2.887500,2.990000,2.830000,2.917500,2.676229,80776000
2008-07-14,2.940000,2.962500,2.765000,2.785000,2.554687,88231600
2008-07-15,2.760000,2.872500,2.675000,2.815000,2.582206,112248400
2008-07-16,2.825000,2.905000,2.747500,2.830000,2.595965,103439200
